ID,ISBN,Автор,В наличии,"Вес, г",Вид бумаги,Возраст,Возрастные ограничения,Герои,Год издания,Жанр,Издательство,Изображение,Иллюстратор,Иллюстрации,Категория,Количество страниц,Материал,Название,Назначение,Направление,Обложка,Описание,Оценка,Пол,Превью,Раздел,"Размер, см",Рисунок,Серия,Страна-производитель,Тематика,Тип,Упаковка,Формат,Цена,Цена (старая),Число отзывов,Число оценок,Эпоха,Язык
000033,978-5-389-03203-3,Уильям Шекспир,False,,,,,,2015,,Азбука,https://www.respublica.ru/uploads/00/00/00/cq/mq/large_19d8718b2a61bce7.jpg,,,Книги; Художественная литература; Поэзия,224,,Много шума из ничего,,,Мягкая,"В настоящем издании под одной обложкой объединены две ""счастливые"" комедии великого английского драматурга Уильяма Шекспира - ""Много шума из ничего"" и ""Как вам это понравится"". В них, как и во всех комедиях Шекспира, царит дух поэзии, царит дух любви. Непревзойденный мастер лиризма, в своих произведениях Шекспир изобразил не только красоту любви, но и комизм поведения влюбленных. В предлагаемых вниманию читателя комедиях много фарсовых эпизодов, шутовских, игровых, но самое интересное в них - изображение причуд человеческого сердца, того, что можно назвать странностями любви. Надеемся, что прелесть шекспировского стиха и изящество его остроумной прозы не оставит читателя равнодушным и на этот раз.",,,,Зарубежные,,,,Россия,,,,11 х 18,100,140,,,,Русский
000056,978-5-389-03202-6,Уильям Шекспир,False,,,,,,2011,,Азбука,https://www.respublica.ru/uploads/01/00/00/24/fh/large_76d8994b05836531.jpg,,,Книги; Художественная литература; Поэзия,192,,Двенадцатая ночь,,,Мягкая,"Перу великого английского драматурга Уильяма Шекспира принадлежит более десяти комедий. «Укрощение строптивой», «Сон в летнюю ночь», «Много шума из ничего», «Венецианский купец» — лишь часть из них. Сюжеты шекспировских комедий различны, но есть в них нечто общее — безудержное веселье, перемежающееся иногда и грустью, и незаурядные герои, которых роднит воля, острый ум, стремление к независимости и сокрушающее жизнелюбие. В настоящем издании представлена одна из самых жизнерадостных комедий Шекспира — «Двенадцатая ночь», комедия, которую правильнее было бы назвать романтической сказкой о прекрасной стране Иллирии, стране любви и веселых шуток, в которой любой ищущий любви непременно ее находит, хотя и не всегда там, где искал.",,,,Зарубежные,,,,Россия,,,,11 х 18,100,140,,,,Русский
021678,,Agatha Christie,False,,,,,,2001,Детектив,HarperCollins,https://www.respublica.ru/uploads/00/00/00/68/ww/large_ede2374287dabb51.jpg,,,Книги; Художественная литература; Книги на иностранных языках,304,,N or M?,,,Мягкая,,,,,Зарубежные,,,,США,,,,10 х 17,610,,,,,Английский
021679,,Agatha Christie,False,,,,,,2011,Детектив,HarperCollins,https://www.respublica.ru/uploads/00/00/00/68/x0/large_8be7c66991959813.jpg,,,Книги; Художественная литература; Книги на иностранных языках,400,,The Secret Adversary,,,Мягкая,,,,,Зарубежные,,,,США,,,,11 х 17,610,,,,,Английский
021680,,Agatha Christie,False,,,,,,2011,Детектив,HarperCollins,https://www.respublica.ru/uploads/01/00/00/68/wz/large_cc50d697c6b16407.jpg,,,Книги; Художественная литература; Книги на иностранных языках,352,,By the Pricking of My Thumbs,,,Мягкая,,,,,Зарубежные,,,,США,,,,11 х 17,510,610,,,,Английский
021681,,Agatha Christie,False,,,,,,2001,Детектив,HarperCollins,https://www.respublica.ru/uploads/00/00/00/68/wy/large_2865e5cab83dae29.jpg,,,Книги; Художественная литература; Книги на иностранных языках,352,,Partners in Crime,,,Мягкая,,,,,Зарубежные,,,,США,,,,11 х 17,610,,,,,Английский
021700,,Agatha Christie,False,,,,,,,,,https://www.respublica.ru/uploads/00/00/00/0p/48/large_8b7da3d133d0c739.jpg,,,Книги; Художественная литература; Книги на иностранных языках,,,Evil Under the Sun,,,,"
",,,,,,,,,,,,,540,,,,,
021702,,Agatha Christie,False,,,,,,2017,,HarperCollins,https://www.respublica.ru/uploads/01/00/00/68/x5/large_8bc241547886091e.jpg,,,Книги; Художественная литература; Книги на иностранных языках,288,,The Murder on the Links,,,Мягкая,,,,,,,,,США,,,,13 x 20,639,,,,,
021703,,Agatha Christie,False,,,,,,2010,Детектив,HarperCollins,https://www.respublica.ru/uploads/01/00/00/5d/db/large_6b10163ea6522dc3.jpg,,,Книги; Художественная литература; Книги на иностранных языках,278,,The ABC Murders,,,Мягкая,,,,,Зарубежные,,,,США,,,,11 х 17,610,,,,,Английский
021706,978-0-00-711932-5,Agatha Christie,False,,,,,,2001,Детектив,HarperCollins,https://www.respublica.ru/uploads/01/00/00/60/0t/large_65a98bc17133d68c.jpg,,,Книги; Художественная литература; Книги на иностранных языках,416,,Death on the Nile,,,Мягкая,,,,,Зарубежные,,,Poirot,США,,,,11 х 17,490,,,,,Английский
021709,,Agatha Christie,False,,,,,,2001,Детектив,HarperCollins,https://www.respublica.ru/uploads/01/00/00/0m/41/large_f199acdcf0a71b1c.jpg,,,Книги; Художественная литература; Книги на иностранных языках,304,,Appointment with Death,,,Мягкая,,,,,Зарубежные,,,Poirot,США,,,,11 х 17,639,,,,,Английский
021710,,Agatha Christie,False,,,,,,2001,Детектив,HarperCollins,https://www.respublica.ru/uploads/00/00/00/68/x4/large_bd072da07f2075ab.jpg,,,Книги; Художественная литература; Книги на иностранных языках,256,,After the Funeral,,,Мягкая,,,,,Зарубежные,,,,США,,,,14 x 21,610,,,,,Английский
021717,,Agatha Christie,False,,,,,,2001,Детектив,HarperCollins,https://www.respublica.ru/uploads/00/00/00/0m/42/large_cffc3678b894d50f.jpg,,,Книги; Художественная литература; Книги на иностранных языках,336,,Hallowe`en Party,,,Мягкая,,,,,Зарубежные,,,,США,,,,11 х 18,610,,,,,Английский
021718,,Agatha Christie,False,,,,,,2013,Детектив,HarperCollins,https://www.respublica.ru/uploads/01/00/00/29/1j/large_279387485d1b99f0.jpg,,,Книги; Художественная литература; Книги на иностранных языках,336,,Hercule Poirot`s Christmas,,,Мягкая,,,,,Зарубежные,,,,США,,,,11 х 17,800,,,,,Английский
021725,,Agatha Christie,False,,,,,,2008,,HarperCollins,https://www.respublica.ru/uploads/01/00/00/64/nb/large_979047778c2eeaa8.jpg,,,Книги; Художественная литература; Книги на иностранных языках,411,,Dumb Witness,,,Мягкая,,,,,,,,,США,,,,11 х 18,639,,,,,Английский
021726,,Agatha Christie,False,,,,,,2017,Детектив,HarperCollins,https://www.respublica.ru/uploads/00/00/00/68/x6/large_9441d5eabc926132.jpg,,,Книги; Художественная литература; Книги на иностранных языках,256,,Elephants Can Remember,,,Мягкая,,,,,Зарубежные,,,,США,,,,13 x 20,610,,,,,Английский
021727,,Agatha Christie,False,,,,,,2002,,HarperCollins,https://www.respublica.ru/uploads/00/00/00/68/xa/large_1ead639e02c3dbd7.jpg,,,Книги; Художественная литература; Книги на иностранных языках,224,,The Big Four,,,Мягкая,,,,,,,,,США,,,,11 х 17,639,,,,,
021728,,Agatha Christie,False,,,,,,2002,Детектив,HarperCollins,https://www.respublica.ru/uploads/00/00/00/68/x8/large_ed09853b042d4dc1.jpg,,,Книги; Художественная литература; Книги на иностранных языках,224,,4.50 from Paddington,,,Мягкая,,,,,Зарубежные,,,,США,,,,10 х 17,639,,,,,Английский
021729,,Agatha Christie,False,,,,,,2004,Детектив,HarperCollins,https://www.respublica.ru/uploads/01/00/00/68/x7/large_8372b9938619603c.jpg,,,Книги; Художественная литература; Книги на иностранных языках,244,,The Body in the Library,,,Мягкая,,,,,Зарубежные,,,,США,,,,14 x 21,610,,,,,Английский
021731,,Agatha Christie,False,,,,,,2002,,HarperCollins,https://www.respublica.ru/uploads/01/00/00/68/xn/large_22266d0bd01ec83f.jpg,,,Книги; Художественная литература; Книги на иностранных языках,224,,The Murder at the Vicarage,,,Мягкая,,,,,,,,,США,,,,11 х 17,639,,,,,
021733,978-0-00-712087-1,Agatha Christie,False,,,,,,2002,Детектив,HarperCollins,https://www.respublica.ru/uploads/01/00/00/68/xf/large_37b7110366d3e5cd.jpg,,,Книги; Художественная литература; Книги на иностранных языках,320,,They Do It With Mirrors,,,Мягкая,,,,,Зарубежные,,,,США,,,,14 x 21,640,,,,,Английский
021735,,Agatha Christie,False,,,,,,2002,Детектив,HarperCollins,https://www.respublica.ru/uploads/00/00/00/68/xk/large_d5ce3a9b76a84bc6.jpg,,,Книги; Художественная литература; Книги на иностранных языках,224,,"One, Two, Buckle My Shoe",,,Мягкая,,,,,Зарубежные,,,,США,,,,11 х 17,610,,,,,Английский
021737,978-0-00-712091-8,Agatha Christie,False,,,,,,2002,Детектив,HarperCollins,https://www.respublica.ru/uploads/00/00/00/4n/nu/large_b551846e18dce62e.jpg,,,Книги; Художественная литература; Книги на иностранных языках,224,,A Caribbean Mystery,,,Мягкая,,,,,Зарубежные,,,,США,,,,11 х 17,680,,,,,Английский
021738,978-0-00-712096-3,Agatha Christie,False,,,,,,2002,Детектив,HarperCollins,https://www.respublica.ru/uploads/01/00/00/68/xr/large_18947014b71ccfd5.jpg,,,Книги; Художественная литература; Книги на иностранных языках,240,,Murder is Announced,,,Мягкая,,,,,Зарубежные,,,,США,,,,10 х 17,590,640,,,,Английский
021739,,Agatha Christie,False,,,,,,2011,Детектив,HarperCollins,https://www.respublica.ru/uploads/01/00/00/68/xp/large_b419b8ba45bf8c27.jpg,,,Книги; Художественная литература; Книги на иностранных языках,224,,A Pocket Full of Rye,,,Мягкая,,,,,Зарубежные,,,,США,,,,14 x 21,610,,,,,Английский
021740,978-0-00-712098-7,Agatha Christie,False,,,,,,2002,Детектив,HarperCollins,https://www.respublica.ru/uploads/00/00/00/68/xq/large_b83cfcc80290de21.jpg,,,Книги; Художественная литература; Книги на иностранных языках,224,,The Mirror Crack`d From Side to Side,,,Мягкая,,,,,Зарубежные,,,,США,,,,14 x 21,420,560,,,,Английский
021742,,Agatha Christie,False,,,,,,2002,Детектив,HarperCollins,https://www.respublica.ru/uploads/00/00/00/64/ma/large_d84b9fe126176c76.jpg,,,Книги; Художественная литература; Книги на иностранных языках,336,,Mrs. McGinty`s Dead,,,Мягкая,,,,,Зарубежные,,,,США,,,,11 х 18,639,,,,,Английский
021744,,Agatha Christie,False,,,,,,2017,Детектив,HarperCollins,https://www.respublica.ru/uploads/01/00/00/68/xv/large_d55882bc59209a8d.jpg,,,Книги; Художественная литература; Книги на иностранных языках,320,,The Hollow,,,Мягкая,,,,,Зарубежные,,,,США,,,,13 x 20,639,,,,,Английский
021747,,Agatha Christie,False,,,,,,2002,Детектив,HarperCollins,https://www.respublica.ru/uploads/00/00/00/68/xu/large_2ac1c0aa582dd6bc.jpg,,,Книги; Художественная литература; Книги на иностранных языках,224,,Nemesis,,,Мягкая,,,,,Зарубежные,,,,США,,,,11 х 17,639,,,,,Английский
021750,,Agatha Christie,False,,,,,,2002,Детектив,HarperCollins,https://www.respublica.ru/uploads/01/00/00/5w/5f/large_eaa2efb23916797f.jpg,,,Книги; Художественная литература; Книги на иностранных языках,240,,The Adventure of the Christmas Pudding,,,Мягкая,,,,,Зарубежные,,,,США,,,,11 х 18,639,,,,,Английский
021751,,Agatha Christie,False,,,,,,2002,,HarperCollins,https://www.respublica.ru/uploads/00/00/00/69/ie/large_30d602724a34b14d.jpg,,,Книги; Художественная литература; Книги на иностранных языках,256,,The Clocks,,,Мягкая,,,,,,,,,США,,,,11 х 17,639,,,,,
021754,978-0-00-712112-0,Agatha Christie,False,,,,,,2002,Детектив,HarperCollins,https://www.respublica.ru/uploads/00/00/00/69/ig/large_1db08ea559112b07.jpg,,,Книги; Художественная литература; Книги на иностранных языках,224,,Curtain,,,Мягкая,,,,,Зарубежные,,,,США,,,,11 х 18,490,,,,,Английский
021759,,Agatha Christie,False,,,,,,2001,Детектив,HarperCollins,https://www.respublica.ru/uploads/00/00/00/69/ia/large_37ef2e067e6ff735.jpg,,,Книги; Художественная литература; Книги на иностранных языках,320,,The Secret of Chimneys,,,Мягкая,,,,,Зарубежные,,,,США,,,,14 x 21,610,,,,,Английский
021760,,Agatha Christie,False,,,,,,2017,Детектив,HarperCollins,https://www.respublica.ru/uploads/01/00/00/69/ib/large_d3d9c5c5c2e3b204.jpg,,,Книги; Художественная литература; Книги на иностранных языках,304,,Why Didn`t They Ask Evans?,,,Мягкая,,,,,Зарубежные,,,,США,,,,13 x 20,610,,,,,Английский
021771,,Agatha Christie,False,,,,,,2017,Детектив,HarperCollins,https://www.respublica.ru/uploads/01/00/00/68/yd/large_679db7df70e1d65b.jpg,,,Книги; Художественная литература; Книги на иностранных языках,272,,Death Comes As the End,,,Мягкая,,,,,Зарубежные,,,,США,,,,13 x 20,610,,,,,Английский
021796,,Agatha Christie,False,,,,,,2017,Детектив,HarperCollins,https://www.respublica.ru/uploads/00/00/00/68/ya/large_f83751b128fa0599.jpg,,,Книги; Художественная литература; Книги на иностранных языках,256,,Towards Zero,,,Мягкая,,,,,Зарубежные,,,,США,,,,13 x 20,639,,,,,Английский
021799,,Agatha Christie,False,,,,,,2017,Детектив,HarperCollins,https://www.respublica.ru/uploads/01/00/00/64/m9/large_ae7ebeefa8320215.jpg,,,Книги; Художественная литература; Книги на иностранных языках,277,,The Sittaford Mystery,,,Мягкая,,,,,Зарубежные,,,,США,,,,13 х 20,610,,,,,Английский
021800,,Agatha Christie,False,,,,,,2017,,HarperCollins,https://www.respublica.ru/uploads/00/00/00/68/y8/large_f7b3455588224977.jpg,,,Книги; Художественная литература; Книги на иностранных языках,288,,Sparkling Cyanide,,,Мягкая,,,,,,,,,США,,,,13 x 20,610,,,,,
021814,,Agatha Christie,False,,,,,,2002,Детектив,HarperCollins,https://www.respublica.ru/uploads/00/00/00/0o/0g/large_38ed630aebac1caf.jpg,,,Книги; Художественная литература; Книги на иностранных языках,368,,The Murder of Roger Ackroyd,,,Мягкая,,,,,Зарубежные,,,Poirot,США,,,,11 х 17,639,,,,,Английский
021842,,Agatha Christie,False,,,,,,2002,Детектив,HarperCollins,https://www.respublica.ru/uploads/00/00/00/0l/xw/large_07d199220eac0126.jpg,,,Книги; Художественная литература; Книги на иностранных языках,336,,The Pale Horse,,,Мягкая,,,,,Зарубежные,,,,США,,,,11 х 18,610,,,,,Английский
021844,,Agatha Christie,False,,,,,,2007,,HarperCollins,https://www.respublica.ru/uploads/01/00/00/0m/45/large_727ae9be01f4ed99.jpg,,,Книги; Художественная литература; Книги на иностранных языках,304,,Endless Night,,,Мягкая,,,,,,,,,США,,,,11 х 18,610,,,,,Английский
021855,,Agatha Christie,False,,,,,,2016,Детектив,HarperCollins,https://www.respublica.ru/uploads/01/00/00/68/yh/large_e5621f249f3c4374.jpg,,,Книги; Художественная литература; Книги на иностранных языках,272,,The Hound of Death,,,Мягкая,,,,,Зарубежные,,,,США,,,,13 x 20,610,,,,,Английский
021858,,Agatha Christie,False,,,,,,2017,Детектив,HarperCollins,https://www.respublica.ru/uploads/01/00/00/68/yf/large_c7fa3badc957e62c.jpg,,,Книги; Художественная литература; Книги на иностранных языках,256,,Destination Unknown,,,Мягкая,,,,,Зарубежные,,,,США,,,,13 x 20,610,,,,,Английский
021859,,Agatha Christie,False,,,,,,2017,Детектив,HarperCollins,https://www.respublica.ru/uploads/01/00/00/68/yn/large_53d3a426b26db46c.jpg,,,Книги; Художественная литература; Книги на иностранных языках,288,,Ordeal by Innocence,,,Мягкая,,,,,Зарубежные,,,,США,,,,13 x 20,610,,,,,Английский
021860,,Agatha Christie,False,,,,,,2003,Детектив,HarperCollins,https://www.respublica.ru/uploads/00/00/00/68/yi/large_9d0055503341cedb.jpg,,,Книги; Художественная литература; Книги на иностранных языках,320,,Passenger to Frankfurt,,,Мягкая,,,,,Зарубежные,,,,США,,,,10 х 17,639,,,,,Английский
021861,,Agatha Christie,False,,,,,,2017,Детектив,HarperCollins,https://www.respublica.ru/uploads/01/00/00/68/yl/large_96bd2f5abcc12357.jpg,,,Книги; Художественная литература; Книги на иностранных языках,304,,They Came to Baghdad,,,Мягкая,,,,,Зарубежные,,,,США,,,,13 x 20,639,,,,,Английский
022130,,Эрих Мария Ремарк,True,,,,,,2012,,Vintage,https://www.respublica.ru/uploads/00/00/00/0n/5e/large_de57ccca0652ccd2.jpg,,,Книги; Художественная литература; Книги на иностранных языках,216,,All Quiet on the Western Front,,,Мягкая,,,,,Зарубежные,,,,,,,,13 x 20,810,,,,,Английский
026720,,Михаил Афанасьевич Булгаков,True,200,,,,,,,Альпина Паблишер,https://www.respublica.ru/uploads/00/00/00/0m/rs/large_b52617386b97f648.jpg,,,Книги; Художественная литература; Книги на иностранных языках,,,Black Snow,,,,"When Maxudov's bid to take his own life fails, he dramatises the novel whose failure provoked the suicide attempt. To the resentment of literary Moscow, his play is accepted by the legendary Independent Theatre and Maxudov plunges into a vortex of inflated egos. With each rehearsal more sparks fly and the chances of the play being ready to perform recede. ""Black Snow"" is the ultimate back-stage novel and a brilliant satire by the author of ""The Master and Margarita"" on his ten-year love-hate relationship with Stanislavsky, Method-acting and the Moscow Arts Theatre.",,,,,,,,Россия,,,,,960,,,,,
031483,978-5-17-033698-2,Стивен Кинг,False,,,,,,2016,,АСТ,https://www.respublica.ru/uploads/00/00/00/3q/7i/large_25bfd4e3630e3461.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,704,,Колдун и кристалл,,Мистика,Твердая,,,,https://www.respublica.ru/items/52162/download_preview_pdf,Зарубежные,,,Темная башня,Россия,,,,13 x 20,570,,,,,Русский
031486,978-5-17-033693-7,Стивен Кинг,False,,,,,,2015,,АСТ,https://www.respublica.ru/uploads/00/00/00/3h/12/large_6da6e0a6694f1201.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,816,,Темная башня,,Мистика,Твердая,,,,https://www.respublica.ru/items/48066/download_preview_pdf,Зарубежные,,,Темная башня,Россия,,,,13 х 20,640,,,,,Русский
039172,,Аркадий и Борис Стругацкие,False,,,,,,,,АСТ,https://www.respublica.ru/uploads/01/00/00/4o/nt/large_9cd32d6c537b6704.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,368,,Страна багровых туч,,Космическая,Мягкая,,,,,Отечественные,,,,Россия,,,,10 х 16,110,,,,,Русский
039267,978-5-17-001544-3,Аркадий и Борис Стругацкие,False,,,,,,,,АСТ,https://www.respublica.ru/uploads/00/00/00/4n/yu/large_cc1cef128bf1e766.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,432,,Экспедиция в преисподнюю,,Фэнтези,Твердая,,,,,Отечественные,,,Стругацкие,Россия,,,,,220,270,,,,Русский
042774,978-5-699-06120-4,Пушкин Александр Сергеевич,False,,,,,,2015,,Эксмо,https://www.respublica.ru/uploads/00/00/00/3g/e2/large_485af539373b8c2a.jpg,,,Книги; Художественная литература; Классическая литература,1376,,Золотой том. Собрание сочинений,,,Тканевая,,,,,,,,,Россия,,,,15 х 21,1 280,,,,,Русский
042784,,Лев Николаевич Толстой,False,,,,,,2017,,Эксмо,https://www.respublica.ru/uploads/00/00/00/4o/ns/large_0c543e13a7fe14e8.jpg,,,Книги; Художественная литература; Классическая литература,960,,Анна Каренина,,,Суперобложка,"""Анну Каренину"" Толстой называл ""романом широким и свободным"". В основе этого определения - пушкинский термин ""свободный роман"". Не фабульная завершенность положений, а творческая концепция определяет выбор материала и открывает простор для развития сюжетных линий. Роман ""широкого дыхания"" привлекал Толстого тем, что в ""просторную, вместительную раму"" без напряжения входило все то новое, необычайное и нужное, что он хотел сказать людям.",,,https://www.respublica.ru/items/6617/download_preview_pdf,Отечественные,,,Библиотека всемирной литературы,Россия,,,,13 х 21,390,,,,,Русский
042872,978-5-699-15627-6,Терри Пратчетт,False,,,,,,2015,,Эксмо,https://www.respublica.ru/uploads/00/00/00/6d/y0/large_81ebd91c8f4abea4.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,320,,Безумная звезда,,Фэнтези,Твердая,,,,https://www.respublica.ru/items/6761/download_preview_pdf,Зарубежные,,,Терри Пратчетт,Россия,,,,12 х 20,338,,,,,Русский
042873,,Терри Пратчетт,True,,,,,,2016,,Эксмо,https://www.respublica.ru/uploads/00/00/00/6d/zu/large_a0ebc831b6e5f745.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,416,,Ведьмы за границей,,Фэнтези,Твердая,,,,https://www.respublica.ru/items/6762/download_preview_pdf,Зарубежные,,,Терри Пратчетт,Россия,,,,13 x 20,490,,,,,Русский
042874,978-5-699-16814-9,Терри Пратчетт,False,,,,,,2016,,Эксмо,https://www.respublica.ru/uploads/01/00/00/6d/xz/large_8043c2a6c43d9f78.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,416,,Вещие сестрички,,Фэнтези,Твердая,,,,https://www.respublica.ru/items/6763/download_preview_pdf,Зарубежные,,,Терри Пратчетт,Россия,,,,12 х 20,340,,,,,Русский
042875,978-5-699-17427-0,Терри Пратчетт,False,,,,,,2010,,Эксмо,https://www.respublica.ru/uploads/01/00/00/6d/zx/large_cb8df3ebf56dead6.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,480,,Движущиеся картинки,,Фэнтези,Твердая,,,,https://www.respublica.ru/items/6764/download_preview_pdf,Зарубежные,,,Терри Пратчетт,Россия,,,,13 x 20,340,,,,,Русский
042878,978-5-699-18074-5,Терри Пратчетт,False,,,,,,2014,,Эксмо,https://www.respublica.ru/uploads/00/00/00/6d/y8/large_068d3e697f57005a.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,416,,Мрачный жнец,,Фэнтези,Твердая,,,,,Зарубежные,,,Терри Пратчетт,Россия,,,,12 х 19,340,,,,,Русский
042879,,Терри Пратчетт,False,,,,,,2016,,Эксмо,https://www.respublica.ru/uploads/01/00/00/6d/y7/large_4af335cf6f52a48a.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,416,,Пирамиды,,Фэнтези,Твердая,,,,,Зарубежные,,,Терри Пратчетт,Россия,,,,13 x 20,345,,,,,Русский
042880,978-5-699-17413-3,Терри Пратчетт,True,,,,,,2015,,Эксмо,https://www.respublica.ru/uploads/01/00/00/4o/oj/large_917b671ef25d0f25.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,160,,Последний герой. Сказание о Плоском Мире,,Фэнтези,Твердая,,,,https://www.respublica.ru/items/52545/download_preview_pdf,Зарубежные,,,Терри пратчетт,Россия,,,,20 х 26,615,,,,,Русский
042881,,Терри Пратчетт,False,,,,,,2017,,Эксмо,https://www.respublica.ru/uploads/00/00/00/6d/y6/large_8288145dee1a564f.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,384,,Посох и шляпа,,Фэнтези,Твердая,,5.0,,https://www.respublica.ru/items/6339/download_preview_pdf,Зарубежные,,,Терри пратчетт,Россия,,,,13 x 20,490,,1,1,,Русский
042882,978-5-699-17431-7,Терри Пратчетт,False,,,,,,2016,,Эксмо,https://www.respublica.ru/uploads/00/00/00/3q/7g/large_cf91acad9a402fd8.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,480,,Стража! Стража!,,Фэнтези,Твердая,,,,https://www.respublica.ru/items/6381/download_preview_pdf,Зарубежные,,,Терри Пратчетт,Россия,,,,13 x 20,490,,,,,Русский
042884,978-5-699-15629-0,Терри Пратчетт,False,,,,,,2015,,Эксмо,https://www.respublica.ru/uploads/00/00/00/5z/vc/large_06be9f43fdb33520.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,320,,Цвет волшебства,,Фэнтези,Твердая,,,,https://www.respublica.ru/items/6382/download_preview_pdf,Зарубежные,,,Терри Пратчетт,Россия,,,,13 x 20,340,,,,,Русский
044683,,Терри Пратчетт,True,,,,,,2008,,Эксмо,https://www.respublica.ru/uploads/00/00/00/6d/zw/large_ab15bfe9536f88c9.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,480,,К оружию! К оружию!,,Фэнтези,Твердая,,,,https://www.respublica.ru/items/6766/download_preview_pdf,Зарубежные,,,Терри Пратчетт,Россия,,,,13 x 20,345,,,,,Русский
061685,978-5-8159-1050-8,Борис Акунин,True,,,,,,2010,,Захаров,https://www.respublica.ru/uploads/00/00/00/1f/84/large_1bb9f7096afdddc2.jpg,,,Книги; Художественная литература; Детективы,704,,Нефритовые четки,,Исторические,Твердая,"Последний раз мы встречались с Эрастом Петровичем Фандориным, когда он применял свой дедуктивный метод в борьбе с японской преступностью. Об этом был роман ""Алмазная колесница"" и рассказ ""Сигумо"", который перекочевал в ""Нефритовые четки"" из ""Кладбищенских историй"". Все остальные тексты здесь новые. Их география значительно расширилась: действие рассказов и повестей переносится из Москвы в Сибирь, из Англии в Америку. И даже – в Рио-де-Жанейро. Конечно, на особом положении Москва – с ее колоритной бандитской жизнью, двуличными аристократами и прочими плутократами: в общем та самая ""Россия"", которую, как оказывается, не так уж и жалко потерять.",,,,Отечественные,,,,,,,,13 х 20,790,,,,,Русский
063836,978-5-389-03135-7,Пушкин Александр Сергеевич,True,,,,,,2012,,Азбука,https://www.respublica.ru/uploads/00/00/00/24/fk/large_bdd9a7efe6153b1b.jpg,,,Книги; Художественная литература; Поэзия,352,,Поэмы,,,Мягкая,"Литературная репутация Пушкина складывалась во многом благодаря популярности его поэм, и каждая новая поэма становилась предметом жаркой полемики и поводом для обсуждения насущных вопросов русской литературы. В 1835 году поэт издает двухтомник «Поэмы и повести Александра Пушкина», в который были включены все завершенные поэмы, удостоившиеся высочайшего соизволения. В настоящем сборнике состав пушкинского прижизненного издания дополнен поэмой «Медный всадник», которая не была пропущена «высочайшей цензурой».",,,,Отечественные,,,,Россия,,,,11 х 18,240,,,,,Русский
066648,978-5-17-033699-9,Стивен Кинг,False,,,,,,2015,,АСТ,https://www.respublica.ru/uploads/01/00/00/3h/13/large_758b69f13e0fa267.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,768,,Волки Кальи,,Фэнтези,Твердая,,,,https://www.respublica.ru/items/55150/download_preview_pdf,Зарубежные,,,Темная башня,Россия,,,,13 х 20,570,,,,,Русский
066706,978-5-17-040277-9,Стивен Кинг,False,,,,,,2011,,АСТ,https://www.respublica.ru/uploads/01/00/00/4o/up/large_c9d485a80b09f842.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,480,,Мобильник,,Мистика,Твердая,,,,https://www.respublica.ru/items/55191/download_preview_pdf,Зарубежные,,,Темная башня,Россия,,,,14 x 21,310,,,,,Русский
067162,978-5-699-62920-6,Фрэнсис Скотт Фицджеральд,False,,,,,,2015,,Эксмо,https://www.respublica.ru/uploads/00/00/00/4j/rs/large_9d08cb6c1e5570d6.jpg,,,Книги; Художественная литература; Классическая литература,608,,Ночь нежна,,,Твердая,,,,,,,,Зарубежная классика,Россия,,,,14 x 21,270,,,,,Русский
067496,978-5-699-19541-1,Терри Пратчетт,False,,,,,,2017,,Эксмо,https://www.respublica.ru/uploads/01/00/00/6d/y3/large_070a931526f734b9.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,416,,Маскарад,,Фэнтези,Твердая,,,,,Зарубежные,,,Терри Пратчетт,Россия,,,,12 х 20,350,,,,,Русский
067497,978-5-699-18173-5,Терри Пратчетт,False,,,,,,2016,,Эксмо,https://www.respublica.ru/uploads/00/00/00/6d/ya/large_dc5caff4ee879913.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,416,,Мелкие боги,,Фэнтези,Твердая,,,,https://www.respublica.ru/items/4250/download_preview_pdf,Зарубежные,,,Терри пратчетт,Россия,,,,13 x 20,375,,,,,Русский
067498,978-5-699-19540-4,Терри Пратчетт,False,,,,,,2016,,Эксмо,https://www.respublica.ru/uploads/00/00/00/6d/y4/large_d30e55cd1e2a5d8a.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,480,,Ноги из глины,,Фэнтези,Твердая,,,,,Зарубежные,,,Терри Пратчетт,Россия,,,,12 х 20,375,,,,,Русский
