ID,ISBN,Автор,В наличии,"Вес, г",Вид бумаги,Возраст,Возрастные ограничения,Герои,Год издания,Жанр,Издательство,Изображение,Иллюстратор,Иллюстрации,Категория,Количество страниц,Материал,Название,Назначение,Направление,Обложка,Описание,Оценка,Пол,Превью,Раздел,"Размер, см",Рисунок,Серия,Страна-производитель,Тематика,Тип,Упаковка,Формат,Цена,Цена (старая),Число отзывов,Число оценок,Эпоха,Язык
432421,978-5-389-09340-9,Астрид Линдгрен,False,,,6+,,,2016,Повести и рассказы,Махаон,https://www.respublica.ru/uploads/00/00/00/2k/5s/large_6d570683cbd766fc.jpg,Анастасия Булавкина,,Детям; Детские книги; Художественная литература,160,,Кати в Париже,,,Твердая,"И снова Кати отправляется в путешествие – на этот раз на горизонте замаячила столица Франции. Друзья Кати квартал за кварталом обследуют Париж. Вместе с ними и ты сможешь совершить экскурсию по местным достопримечательностям, узнать малоизвестные эпизоды из жизни знаменитых парижан, таких как Робеспьер, королева Марго, вор и поэт Франсуа Вийон, и многих других.",,,,Зарубежные,,,,,,,,20 х 24,355,390,,,,Русский
432540,978-5-386-09153-8,Фрэнсис Скотт Фицджеральд,False,,,,,,2016,,Рипол Классик,https://www.respublica.ru/uploads/01/00/00/2k/sd/large_8f27a19bebfab870.jpg,,,Книги; Художественная литература; Классическая литература,336,,Прибрежный пират. Эмансипированные и глубокомысленные,,,Твердая,"Для Фицджеральда первая половина 1920-х годов стала головокружительной порой раннего успеха. За четыре года он написал два романа, ставшие бестселлерами, одну пьесу (она с треском провалилась), а также два сборника рассказов. Вершиной творчества Фицджеральда принято считать его романы, но именно рассказы и новеллы принесли писателю устойчивые популярность и успех. Тексты публикуются в новых аутентичных переводах, во всей полноте отражающих блеск и изящество стиля классика американской литературы Фрэнсиса Скотта Кея Фицджеральда.",,,,Зарубежные,,,,Россия,,,,14 х 21,230,280,,,,Русский
432547,978-5-699-87588-7,Терри Пратчетт,False,,,,,,2016,,Эксмо,https://www.respublica.ru/uploads/01/00/00/6d/z7/large_7d6787d69edf2d9f.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,480,,Держи марку!,,Фэнтези,Мягкая,,,,https://www.respublica.ru/items/307680/download_preview_pdf,Зарубежные,,,,Россия,,,,9 х 12,380,,,,,Русский
432550,978-5-699-87864-2,Фрэнсис Скотт Фицджеральд,False,,,,,,2016,,Эксмо,https://www.respublica.ru/uploads/00/00/00/2k/rk/large_e7061de3d348a525.jpg,,,Книги; Художественная литература; Классическая литература,640,,Великий Гэтсби. Рассказы,,,Суперобложка,"Ликующая, искрометная жажда жизни, стремление к любви, манящей и ускользающей, волнующая погоня за богатством – но вот мечта разбивается под звуки джаза, а вечный праздник оборачивается трагедией. Впервые блистательный роман Фрэнсиса Скотта Фицджеральда «Великий Гэтсби» был экранизирован в Голливуде в 1926 г., в 2013 году вышла новая экранизация с Леонардо Ди Каприо в главной роли. «Мой роман — о том, как растрачиваются иллюзии, которые придают миру такую красочность, что, испытав эту магию, человек становится безразличен к понятию об истинном и ложном». Ф. С. Фицджеральд.",,,https://www.respublica.ru/items/307683/download_preview_pdf,Зарубежные,,,Библиотека всемирной литературы,Россия,,,,13 х 20,370,540,,,,Русский
432864,978-5-389-11253-7,Владимир Владимирович Набоков,False,,,,,,2016,,Азбука,https://www.respublica.ru/uploads/01/00/00/2l/cd/large_613bfaeb00d0ca62.jpg,,,Книги; Гуманитарные и общественные науки; Филология,448,,Лекции по русской литературе,,Литературоведение,Мягкая,"В «Лекциях по русской литературе», впервые опубликованных в 1981 году, крупнейший русско-американский писатель XX века Владимир Набоков предстал перед читающей публикой, знавшей его главным образом как блистательного романиста, в иных, порой неожиданных ипостасях. Лекционные курсы «Мастера европейской прозы» и «Русская литература в переводах», подготовленные для студентов колледжа Уэлсли и Корнеллского университета, где писатель преподавал в 1940–1950-е годы, раскрыли в Набокове вдумчивого читателя, проницательного, дотошного и при этом весьма пристрастного исследователя, темпераментного и требовательного педагога – и вместе с тем подтвердили его репутацию виртуозного художника слова. На страницах этого тома Набоков-лектор дает своей аудитории превосходный урок «пристального чтения» произведений Гоголя, Тургенева, Достоевского, Толстого, Чехова и Горького – чтения, метод которого исчерпывающе описан самим автором: «Литературу, настоящую литературу, не стоит глотать залпом, как снадобье, полезное для сердца или ума, этого ""желудка"" души. Литературу надо принимать мелкими дозами, раздробив, раскрошив, размолов, – тогда вы почувствуете ее сладостное благоухание в глубине ладоней; ее нужно разгрызать, с наслаждением перекатывая языком во рту, – тогда, и только тогда вы оцените по достоинству ее редкостный аромат и раздробленные, размельченные частицы вновь соединятся воедино в вашем сознании и обретут красоту целого, к которому вы подмешали чуточку собственной крови».",,,,,,,Азбука-Классика. Non-Fiction,Россия,,,,11 х 18,175,,,,,Русский
432893,978-5-389-09381-2,Пушкин Александр Сергеевич,False,,,0+,,,2016,Сказки,Махаон,https://www.respublica.ru/uploads/01/00/00/2l/cl/large_615fbd8bf7c0f480.jpg,Владимир Коркин,,Детям; Детские книги; Художественная литература,112,,Сказки,,,Твердая,,,,,,,,,,,,,20 х 24,260,330,,,,Русский
432998,978-5-17-096331-7,Аркадий и Борис Стругацкие,True,172,,,0+,,2016,,АСТ,https://www.respublica.ru/uploads/01/00/00/2l/9d/large_57990ad55f8d83c6.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,256,,За миллиард лет до конца света,,Мистика,Мягкая,,,,https://www.respublica.ru/items/308148/download_preview_pdf,Отечественные,,,Эксклюзив: русская классика,Россия,,,,11 х 18,165,,,,,Русский
432999,978-5-17-094324-1,Аркадий и Борис Стругацкие,False,,,,,,2016,,АСТ,https://www.respublica.ru/uploads/00/00/00/2l/9e/large_327789c465a2c6fe.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,224,,Путь на Амальтею. Далёкая радуга,,Космическая,Твердая,,,,https://www.respublica.ru/items/308149/download_preview_pdf,Отечественные,,,Книги братьев стругацких,Россия,,,,13 х 20,250,,,,,Русский
433002,978-5-17-058843-5,Пауло Коэльо,False,,,,,,2016,,АСТ,https://www.respublica.ru/uploads/01/00/00/2l/9h/large_f6e937ec4af4453b.jpg,,,Книги; Художественная литература; Современная проза,192,,Книга воина света,,,Твердая,"Книга переносит нас в мир мечты, учит легко воспринимает непредсказуемость жизни и быть достойными своей уникальной судьбы. Короткие вдохновляющие притчи приглашают на вступить на путь воина, на путь тех, кто ценит волшебство жизни, кто признает свои поражения и не останавливается на по/ пути, кто ищет Свою Стезю и находит ее.",,,https://www.respublica.ru/items/308135/download_preview_pdf,Зарубежные,,,Лучшее от Пауло Коэльо,Россия,,,,13 х 20,188,380,,,,Русский
433005,978-5-17-095452-0,Борис Акунин,False,955,,,16+,,2016,,АСТ,https://www.respublica.ru/uploads/00/00/00/2l/9k/large_2667aad6c3efa5aa.jpg,,,Книги; Гуманитарные и общественные науки; История,352,,Ордынский период. Лучшие историки,,,Твердая,"Библиотека проекта «История Российского государства» — это рекомендованные Борисом Акуниным лучшие памятники исторической литературы, в которых отражена биография нашей страны, от самых ее истоков. В данный том вошли избранные главы из «Учебной книги по русской истории» русского историка, профессора Московского университета Сергея Михайловича Соловьева, «Курса русской истории» почетного академика Петербургской академии наук Василия Осиповича Ключевского и «Полного курса лекций по русской истории» классика русской исторической мысли Сергея Федоровича Платонова.",,,https://www.respublica.ru/items/308138/download_preview_pdf,,,,История Российского Государства,Россия,,,,17 х 24,795,990,,,,Русский
433008,978-5-17-095695-1,Джон Рональд Толкин,True,226,,,0+,,2016,,АСТ,https://www.respublica.ru/uploads/01/00/00/2l/9l/large_c3391cbc3a16c75b.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,448,,Сильмариллион,,Фэнтези,Мягкая,,,,https://www.respublica.ru/items/308145/download_preview_pdf,Зарубежные,,,Толкин и средиземье,Россия,,,,11 х 18,200,,,,,Русский
433009,978-5-17-088588-6,Джон Рональд Толкин,False,1235,,,0+,,2015,,АСТ,https://www.respublica.ru/uploads/01/00/00/4u/d7/large_9cd6b7f1bda21d93.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,432,,Сильмариллион,,Фэнтези,Твердая,,,,https://www.respublica.ru/items/308146/download_preview_pdf,Зарубежные,,,Толкин с иллюстрациями Теда Несмита,Россия,,,,17 x 24,1 000,180,,,,Русский
433010,978-5-17-095196-3,Макс Фрай,False,347,,,0+,,2016,,АСТ,https://www.respublica.ru/uploads/00/00/00/2l/9m/large_0429a11de16cc5c6.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,384,,Энциклопедия мифов. К-Я,,Фэнтези,Твердая,,,,https://www.respublica.ru/items/308147/download_preview_pdf,Зарубежные,,,Миры макса фрая,Россия,,,,12 х 20,230,310,,,,Русский
433051,978-5-699-85119-5,Ганс Христиан Андерсен,False,,,0+,,,2016,Сказки,Эксмо,https://www.respublica.ru/uploads/01/00/00/32/gl/large_fe6b554e572f97e4.jpg,Ника Гольц,,Детям; Детские книги; Художественная литература,88,,Оле-Лукойе. Сказки,,,Твердая,,,,,,,,,,,,,20 х 24,400,,,,,Русский
433052,978-5-699-88248-9,Кристи Агата,False,,,,,,2016,,Эксмо,https://www.respublica.ru/uploads/01/00/00/2l/8l/large_27748ec777694bb0.jpg,,,Книги; Художественная литература; Детективы,352,,Кошка среди голубей,,,Мягкая,,,,https://www.respublica.ru/items/308183/download_preview_pdf,,,,Pocket book,Россия,,,,11 х 18,150,,,,,Русский
433053,978-5-699-87567-2,Виктор Олегович Пелевин,False,560,,,18+,,2016,,Эксмо,https://www.respublica.ru/uploads/00/00/00/2l/8m/large_6198024065a17554.jpg,,,Книги; Художественная литература; Современная проза,512,,Бэтман Аполло,,,Твердая,"Посвящается моим друзьям и сверстникам, поколению русских вампиров 1750-2000 гг. рождения - всем, кто вошел в эту жизнь как в приветливый ночной клуб, не зная, что приютившая нас ночь уже на исходе.В книге действуют герои романа ""Empire V"", но предварительное знакомство с ним необязательно. Вы можете начать отсюда и прочесть ""Empire V"" потом.",5.0,,https://www.respublica.ru/items/308178/download_preview_pdf,Отечественные,,,Народное собрание сочинений Виктора Пелевина,Россия,,,,13 х 20,560,633,1,1,,Русский
433219,978-5-386-09246-7,Бернар Вербер,False,,,,,,2016,,Рипол Классик,https://www.respublica.ru/uploads/01/00/00/2p/y3/large_743abe21f9944051.jpg,,,Книги; Художественная литература; Современная проза,416,,Шестой сон,,,Твердая,"""Однажды сновидения превратятся в произведения искусства, которые все смогут увидеть на широком экране. Тогда из этой трети жизни, которую ошибочно, повторяю — ошибочно, считают бесполезной, наконец начнут извлекать пользу для усиления наших физических и умственных способностей. И если мне удастся осуществить мой секретный проект, то в мир сна будет открыт еще более удивительный путь. Путь, способный по-настоящему все изменить"".Представьте, что вы можете вернуться на двадцать лет назад и во сне встретиться с самим собой, молодым. Представьте, что у вас есть возможность поговорить с этим человеком. Что бы вы ему сказали?В самом глубоком из всех сновидений двадцативосьмилетний Жак Кляйн встречает удивительно похожего на себя мужчину, который утверждает, что он - Жак Кляйн в сорок восемь лет. Оказывается, он открыл способность перемещаться во времени и посещать сны самого себя. Молодой Кляйн не хочет отпускать будущего себя, ведь у него столько вопросов, и есть вещи, которые он бы не прочь изменить...",,,,Зарубежные,,,,Россия,,,,14 х 21,284,460,,,,Русский
433364,978-5-00041-197-1,Самуил Яковлевич Маршак,False,,,0+,,,2016,Сказки,Мелик-Пашаев,https://www.respublica.ru/uploads/00/00/00/2r/6m/large_3087848a502282ed.jpg,Владимир Лебедев,,Детям; Детские книги; Художественная литература,8,,О глупом мышонке,,,Мягкая,,,,,,,,,,,,,21 х 28,200,210,,,,Русский
433438,978-5-699-88392-9,Харуки Мураками,False,,,,,,2016,,Эксмо,https://www.respublica.ru/uploads/00/00/00/2p/zs/large_5c55a2d70ba87f64.jpg,,,Книги; Художественная литература; Современная проза,384,,Норвежский лес,,,Твердая,,,,https://www.respublica.ru/items/308555/download_preview_pdf,Зарубежные,,,Культовая классика,Россия,,,,13 х 21,240,,,,,Русский
433443,978-5-699-86075-3,Носов Николай Николаевич,False,,,0+,,,2016,Повести и рассказы,Эксмо,https://www.respublica.ru/uploads/00/00/00/2p/zw/large_c40c108578d78861.jpg,Владимир Канивец,,Детям; Детские книги; Художественная литература,160,,Мишкина каша,,,Твердая,,,,https://www.respublica.ru/items/308546/download_preview_pdf,,,,Стихи и сказки для детей (подарочные издания),,,,,20 х 26,550,600,,,,Русский
433497,978-5-17-094184-1,Стивен Кинг,False,472,,,0+,,2016,,АСТ,https://www.respublica.ru/uploads/01/00/00/2r/0r/large_e3ff4c86ebe3e44a.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,608,,Лавка дурных снов,,Мистика,Твердая,,,,https://www.respublica.ru/items/308630/download_preview_pdf,Зарубежные,,,Темная башня,Россия,,,,13 х 20,510,,,,,Русский
433727,978-5-9268-2149-6,Носов Николай Николаевич,False,,,0+,,,2016,Книги о животных,Речь,https://www.respublica.ru/uploads/01/00/00/2q/uz/large_12b4b8cc39e5ae1d.jpg,Евгений Мигунов,,Детям; Детские книги; Художественная литература,20,,Дружок,,,Мягкая,,,,,,,,,,,,,20 х 26,210,,,,,Русский
433888,978-5-699-88286-1,Кристи Агата,False,315,,,16+,,2016,,Эксмо,https://www.respublica.ru/uploads/01/00/00/6g/2d/large_86bb3e28694cd440.jpg,,,Книги; Художественная литература; Детективы,288,,Десять негритят,,Криминальные,Твердая,"Особенности:""DETECTED. Тайна, покорившая мир"" – это современные триллеры и детективы (иногда с небольшой долей мистики) неизменно высочайшего литературного качества Преимущества. Книги серии входят в ТОП-листы самых серьезных рейтингов, продаются миллионными тиражами и всегда производят сенсацию на рынке. Серия является преемницей серии Millennium (Misterium).Авторы:В серии представлены ведущие современные создатели остросюжетной литературы (Стиг Ларссон, Ю Несбё, Элизабет Джордж, Камилла Лэкберг, Брайан Макгиллоуэй, Роберт Дугони, Йон Колфер и др.), а также абсолютная классика зарубежного детектива и культовые романы от Томаса Харриса, Марио Пьюзо и Агаты Кристи.Впервые в серии! Бессмертная классика мирового детектива от Королевы Агаты!Десять никак не связанных между собой людей в особняке на уединенном острове... Кто вызвал их сюда таинственным приглашением? Зачем кто-то убивает их, одного за другим, самыми невероятными способами? Почему все происходящее так тесно переплетено с веселым детским стишком?Роман ""Десять негритят"" – один из величайших детективных произведений в истории. Выпущенный общим тиражом более 100 000 000 экземпляров, он занимает пятое место в списке бестселлеров художественной литературы всех времен – и безусловное первое место среди романов самой Агаты Кристи.",,,https://www.respublica.ru/items/309038/download_preview_pdf,Зарубежные,,,DETECTED. Тайна,Россия,,,,13 х 20,372,,,,,Русский
433989,978-5-389-11175-2,Астрид Линдгрен,False,,,7+,,,2016,Приключения,Махаон,https://www.respublica.ru/uploads/00/00/00/2q/ea/large_1198c727285a6394.jpg,Арсен Джаникьян,,Детям; Детские книги; Художественная литература,144,,Пеппи Длинныйчулок собирается в путь,,,Твердая,"Пеппи отправляется в страну Веселию, в которой её отец, капитан Эфроим Длинныйчулок, могущественный король. Теперь она наверняка станет негритянской принцессой. Каждое утро ей будут мазать лицо ваксой, чтобы она стала такой же чёрной и блестящей, как все негритята. Если хотите узнать, как Пеппи проводит время, поезжайте вместе с ней. И не забудьте: корабль ""Попрыгунья"" отправляется немедля!",,,,Зарубежные,,,,,,,,20 х 24,310,355,,,,Русский
433990,978-5-389-11176-9,Астрид Линдгрен,False,,,6+,,,2016,Детские детективы,Азбука,https://www.respublica.ru/uploads/01/00/00/2q/eb/large_1670cfd38d2337a3.jpg,,,Детям; Детские книги; Художественная литература,176,,Калле Блюмквист и Расмус,,,Твердая,"Хорошо, когда выслеживание бандитов лишь увлекательная игра. А если в городе появился настоящий преступник, к тому же киднеппер, похититель детей? Значит, игра закончена, и знаменитому сыщику Калле Блюмквисту нужно проявить необычайную предприимчивость, изобретательность и сноровку.",,,,Зарубежные,,,,,,,,19 х 23,350,,,,,Русский
434680,978-5-389-11223-0,Ганс Христиан Андерсен,False,,,6+,,,2016,Сказки,Азбука,https://www.respublica.ru/uploads/00/00/00/2r/5c/large_410d191ce0ef0505.jpg,Антон Ломаев,,Детям; Детские книги; Художественная литература,48,,Новое платье короля,,,Твердая,"Жил да был король, который очень любил наряжаться. Само по себе это не удивительно: какой же король не любит пышных костюмов и церемоний? Но этот король из сказки Ханса Кристиана Андерсена задумал кое-что совсем особенное. Двое заезжих портных шьют ему платье из ткани удивительной красоты, да ещё обладающей одним волшебным свойством… Знакомая история, правда? А теперь полюбуйтесь на новое платье короля в исполнении блестящего художника Антона Ломаева. Весёлые и угрюмые, бестолковые и смекалистые, пышно разодетые и простоватые — персонажи бессмертной истории Андерсена словно оживают в новых иллюстрациях, полных захватывающей игры и ярких красок.",,,,Зарубежные,,,,,,,,25 х 31,370,,,,,Русский
434724,978-5-699-87587-0,Нил Гейман,False,,,,,,2016,,Эксмо,https://www.respublica.ru/uploads/00/00/00/2r/7a/large_1c63f324f743b5b2.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,496,,Монстры Лавкрафта,,Фэнтези,Твердая,,,,,Зарубежные,,,Некрономикон. Миры Говарда Лавкрафта,Россия,,,,14 х 22,550,,,,,Русский
434725,978-5-699-86971-8,Виктор Олегович Пелевин,False,,,,,,2016,,Эксмо,https://www.respublica.ru/uploads/01/00/00/2r/7b/large_206bbe683e7a7492.jpg,,,Книги; Художественная литература; Современная проза,320,,П5,,,Мягкая,"Прощальные песни политических пигмеев Пиндостана (или Пэ в пятой) – сборник рассказов Виктора Пелевина. В книгу вошли пять сюжетно не связанных друг с другом произведений: «Зал поющих кариатид», «Кормление крокодила Хуфу», «Некромент», «Пространство Фридмана» и «Ассасин».",,,https://www.respublica.ru/items/310188/download_preview_pdf,Отечественные,,,Проза Виктора Пелевина,Россия,,,,11 х 18,310,,,,,Русский
434730,978-5-699-72859-6,Носов Николай Николаевич,False,,,0+,,,2014,Повести и рассказы,Эксмо,https://www.respublica.ru/uploads/00/00/00/32/go/large_25fdebd166a593d5.jpg,Ольга Зобнина,,Детям; Детские книги; Художественная литература,104,,Рассказы о Незнайке,,,Твердая,,,,,,,,,,,,,19 х 24,300,,,,,Русский
434933,978-5-17-096487-1,Лев Николаевич Толстой,False,,,,,,2016,,АСТ,https://www.respublica.ru/uploads/01/00/00/2r/h5/large_b40919ca1bf35f14.jpg,,,Книги; Художественная литература; Классическая литература,320,,Крейцерова соната,,,Мягкая,"Повести ""Крейцерова соната"", ""Смерть Ивана Ильича"", ""Отец Сергий"" и ""Холстомер"" отражают еще одну грань таланта писателя - искусного мастера малой прозы, в них Толстой проявляется не только как великий писатель, но и как великий учитель жизни.""Смерть Ивана Ильича"" (1886) - без преувеличения одно из самых значительных в мировой литературе произведений о смерти, о том, как приближающаяся, неминуемая кончина может до неузнаваемости преобразить ничем в общем-то не примечательного человека и открыть его гаснущему взору ""истинный"" свет и правду жизни.""Холстомер"" (1886) - философская притча, рассказ в ней ведет старый мерин: очеловеченный конь оказывается на самом деле куда ""человечнее"" своих хозяев.""Крейцерова соната"" (1890) - поначалу запрещенная цензурой за свой ""скандальный характер"", эта повесть Толстого - о разрушительной силе ревности, которая может повлечь за собой даже убийство.""Отец Сергий""(1911) - рассказ об искушении, о тайном дьяволе, живущем в каждом из нас, и попытке изжить из себя этого дьявола, убежать от него. Очень личная для писателя история, отразившая его представления о вере и искуплении в конце его жизненного пути.",,,https://www.respublica.ru/items/310396/download_preview_pdf,Отечественные,,,Эксклюзив: Русская классика,Россия,,,,11 х 18,120,140,,,,Русский
434935,978-5-17-095727-9,Стивен Кинг,False,325,,,16+,,2016,,АСТ,https://www.respublica.ru/uploads/01/00/00/2r/h7/large_870294aceb6beb0a.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,672,,Четыре сезона,,Мистика,Мягкая,,,,https://www.respublica.ru/items/310398/download_preview_pdf,Зарубежные,,,Король на все времена(м),Россия,,,,11 х 18,220,,,,,Русский
434936,978-5-17-089322-5,Джон Рональд Толкин,False,857,,,16+,,2015,,АСТ,https://www.respublica.ru/uploads/00/00/00/2r/h8/large_f4051f7ce47bdad7.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,1120,,Властелин колец,,Фэнтези,Твердая,,,,https://www.respublica.ru/items/310399/download_preview_pdf,Зарубежные,,,Толкин,Россия,,,,14 х 21,600,,,,,Русский
434938,978-5-17-096766-7,Нил Гейман,False,312,,,6+,,2016,,АСТ,https://www.respublica.ru/uploads/00/00/00/2r/ha/large_f72838be0c447719.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,640,,Американские боги,,Фэнтези,Мягкая,,,,https://www.respublica.ru/items/310401/download_preview_pdf,Зарубежные,,,Эксклюзив миллениум,Россия,,,,11 х 18,225,350,,,,Русский
434940,978-5-17-095334-9,Макс Фрай,False,407,,,16+,,2016,,АСТ,https://www.respublica.ru/uploads/00/00/00/3y/uk/large_a30924dcb42462ab.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,480,,Я иду искать,,Фэнтези,Твердая,,,,https://www.respublica.ru/items/310403/download_preview_pdf,Отечественные,,,Сновидения ехо,Россия,,,,13 x 20,380,,,,,Русский
435128,978-5-389-08410-0,Астрид Линдгрен,False,,,0+,,,2016,Повести и рассказы,Махаон,https://www.respublica.ru/uploads/01/00/00/2r/g5/large_10589533ad95b43f.jpg,Анатолий Иткин,,Детям; Детские книги; Художественная литература,128,,Черстин и я,,,Твердая,,,,,,,,,,,,,20 х 24,280,,,,,Русский
435259,978-5-699-88997-6,Кристи Агата,False,,,,,,2016,,Эксмо,https://www.respublica.ru/uploads/00/00/00/2r/d2/large_182be22b98c39108.jpg,,,Книги; Художественная литература; Детективы,320,,Гончая смерти,,,Мягкая,,,,,,,,Pocket book,Россия,,,,11 х 18,160,,,,,Русский
435302,978-5-17-094322-7,Аркадий и Борис Стругацкие,False,,,,,,2016,,АСТ,https://www.respublica.ru/uploads/01/00/00/2r/fj/large_779242cd23dd6c5d.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,352,,"Полдень, XXII век",,Мистика,Мягкая,,,,https://www.respublica.ru/items/310771/download_preview_pdf,Отечественные,,,Книги братьев стругацких,Россия,,,,13 х 20,250,,,,,Русский
435305,978-5-17-096171-9,Нил Гейман,False,,,,,,2016,Комиксы,АСТ,https://www.respublica.ru/uploads/00/00/00/2r/fm/large_bd26ab2bc4e9aeec.jpg,,,Книги; Художественная литература; Комиксы и манга,192,,Коралина,,,Твердая,"После переезда в новый дом Коралина, как настоящий первооткрыватель, отправляется исследовать все его закоулки. За одной закрытой дверью она обнаруживает другую квартиру, как две капли воды похожую на её собственную, только гораздо, гораздо лучше. Там живут другие мама с папой, которые хотят, чтобы Коралина осталась с ними… навсегда.",,,https://www.respublica.ru/items/310759/download_preview_pdf,Зарубежные,,,Графические романы нила геймана,Россия,,,,17 х 26,740,,,,,Русский
435509,978-5-389-06894-0,Носов Николай Николаевич,False,,,0+,,,2016,Повести и рассказы,Махаон,https://www.respublica.ru/uploads/00/00/00/2r/w0/large_380d6af3ef8fb1d7.jpg,Владимир Канивец,,Детям; Детские книги; Художественная литература,128,,Мишкина каша,,,Твердая,,,,,,,,,,,,,20 х 24,350,,,,,Русский
435794,,Lora Zombie,False,,,,,,,,,https://www.respublica.ru/uploads/00/00/00/2r/uk/large_52203434b90c6467.jpg,,,"Дом; Интерьер и уют; Картины, плакаты и карты",,Бумага,Принт «Oil» А2,,,,,,,,,,,,,,Принт,Подложка,А2,1 600,,,,,
435802,,Lora Zombie,False,,,,,,,,,https://www.respublica.ru/uploads/01/00/00/2r/u9/large_73c66cdb7aa0826b.jpg,,,"Дом; Интерьер и уют; Картины, плакаты и карты",,,"Принт ""Mini Unicorn"" А2",,,,,,,,,,,,,,Принт,,А2,1 600,,,,,
435803,,Lora Zombie,False,,,,,,,,,https://www.respublica.ru/uploads/00/00/00/2r/ua/large_7939076a9cd95040.jpg,,,"Дом; Интерьер и уют; Картины, плакаты и карты",,Бумага,"Принт ""Suicide Girl #10"" А2",,,,,,,,,,,,,,Принт,Подложка,А2,1 600,,,,,
435804,,Lora Zombie,False,,,,,,,,,https://www.respublica.ru/uploads/01/00/00/2r/ub/large_97ccb5750f4015d3.jpg,,,"Дом; Интерьер и уют; Картины, плакаты и карты",,Бумага,"Принт ""Suicide Girl #15"" А2",,,,,,,,,,,,,,Принт,Подложка,А2,1 600,,,,,
435808,,Lora Zombie,False,,,,,,,,,https://www.respublica.ru/uploads/01/00/00/2r/uf/large_064b8f8b4d68ecc9.jpg,,,"Дом; Интерьер и уют; Картины, плакаты и карты",,,"Принт ""Creator of the Universe"" А2",,,,,,,,,,,,,,Принт,,А2,1 140,,,,,
435817,,Lora Zombie,False,,,,,,,,,https://www.respublica.ru/uploads/01/00/00/2r/ux/large_2d063d6290088fa0.jpg,,,"Дом; Интерьер и уют; Картины, плакаты и карты",,,"Принт ""Suxxx"" А2",,,,,,,,,,,,,,Принт,,А2,1 140,,,,,
435820,,Lora Zombie,False,,,,,,,,,https://www.respublica.ru/uploads/00/00/00/2r/v0/large_b66e72c3f67992cf.jpg,,,"Дом; Интерьер и уют; Картины, плакаты и карты",,,"Принт ""8"" А2",,,,,,,,,,,,,,Принт,,А2,1 520,,,,,
435822,,Lora Zombie,False,,,,,,,,,https://www.respublica.ru/uploads/00/00/00/2r/v2/large_e1f4046c4b3d318d.jpg,,,"Дом; Интерьер и уют; Картины, плакаты и карты",,Бумага,"Принт ""Ice Ice Baby"" А2",,,,,,,,,42 х 59,Абстракция,,,,Принт,Подложка,А2,1 520,,,,,
435865,,Lora Zombie,False,,,,,,,,,https://www.respublica.ru/uploads/01/00/00/2r/tj/large_d9c74f17057b73d6.jpg,,,"Дом; Интерьер и уют; Картины, плакаты и карты",,,"Принт ""Mr. Tiger"" А3",,,,,,,,,,,,,,Принт,,А3,1 150,,,,,
436111,978-5-699-84139-4,Льюис Кэрролл,False,,,,,,2016,,Эксмо,https://www.respublica.ru/uploads/00/00/00/2v/2e/large_9976629c1b03074d.jpg,,,Книги; Учебная литература; Иностранные языки,176,,Алиса в Стране чудес,,,Мягкая,,,,,,,,"Билингва. Слушаем, читаем, понимаем",Россия,,Художественная литература,,13 х 21,270,,,,,Английский
436124,978-5-699-74163-2,Лев Николаевич Толстой,False,,,0+,,,2014,Классика,Эксмо,https://www.respublica.ru/uploads/01/00/00/32/gp/large_56ca9a0ac6d8004d.jpg,Владимир Канивец,,Детям; Детские книги; Художественная литература,80,,Детям,,,Твердая,,,,,,,,,,,,,20 х 25,360,,,,,Русский
436187,978-5-389-11162-2,Астрид Линдгрен,False,,,6+,,,2016,Детские детективы,Махаон,https://www.respublica.ru/uploads/01/00/00/2s/zl/large_bb4fd9c69cd1bf7b.jpg,Александр Гапей,,Детям; Детские книги; Художественная литература,384,,Приключения Калле Блюмквиста,,,Твердая,"Трилогия о знаменитом сыщике Калле Блюмквисте, обыкновенном мальчишке, который мечтает затмить славу Шерлока Холмса и Эркюля Пуаро. В своём стремлении поймать преступника он и правда нападает на след настоящего грабителя, но в какой-то момент увлекательная игра становится небезопасной, и тогда на помощь ему приходят его верные друзья – рыцари Белой розы.",,,,Зарубежные,,,,,,,,22 х 29,760,,,,,Русский
436209,,Lora Zombie,False,,,,,,,,,https://www.respublica.ru/uploads/01/00/00/33/fv/large_9fbe83b9d19b9dd0.jpg,,,"Дом; Интерьер и уют; Картины, плакаты и карты",,Бумага,"Принт ""Mr. Tiger"" А1",,,,,,,,,,Животные,,,,Принт,Рама,А1,4 200,,,,,
